"ISIS Calcs (Axelrod with Furnas), begun 12/7/2015",,,,,,,,,,,,,,,,,,,,,,,,
,"Corrected by Zander Furnas, 2/20/16",,,,,,,,,,,,,,,,,,,,,,,
575,1,2,1,2,2,1,2,1,1,2,1,-56800,-1900,100,-2300,-600,-400,-2800,-26000,-2200,-9200,-1500,-10000,FALSE
576,1,2,1,2,2,1,2,1,2,1,1,-40400,-1400,400,-3000,-300,-500,-2600,-19000,-2000,-800,-1700,-9500,FALSE
577,1,2,1,2,2,1,2,2,1,1,1,-51600,-2200,0,-2000,-700,-500,-1800,-25000,400,-8800,-1500,-9500,FALSE
578,1,2,1,2,2,2,1,1,1,1,2,-35000,500,-2500,0,-1500,-2100,-1400,-17000,800,-800,-1000,-10000,FALSE
579,1,2,1,2,2,2,1,1,1,2,1,-19600,-100,-1900,-100,-1400,-2000,-2200,-8000,600,-1200,-2300,-1000,FALSE
580,1,2,1,2,2,2,1,1,2,1,1,-32000,400,-1600,-800,-1100,-2100,-2400,-15000,800,-8800,-900,-500,FALSE
581,1,2,1,2,2,2,1,2,1,1,1,-22400,-400,-2000,200,-1500,-2100,-3200,-9000,-2400,-800,-700,-500,FALSE
582,1,2,1,2,2,2,2,1,1,1,1,-52000,-2000,0,-2000,-500,-100,-400,-25000,-1200,-8800,-1500,-10500,FALSE
583,1,2,2,1,1,1,1,1,2,2,2,-48800,600,-2200,-2000,-800,-200,-1000,-23000,0,-8000,-1700,-10500,FALSE
584,1,2,2,1,1,1,1,2,1,2,2,-39200,-200,-2600,-3000,-400,-200,-200,-17000,-1600,-1600,-1900,-10500,FALSE
585,1,2,2,1,1,1,1,2,2,1,2,-51600,300,-2300,-2300,-700,-100,0,-24000,-1800,-8400,-1300,-11000,FALSE
586,1,2,2,1,1,1,1,2,2,2,1,-31000,-300,-1700,-2200,-800,-200,800,-15000,-1600,-8000,-2000,0,FALSE
587,1,2,2,1,1,1,2,1,1,2,2,-40000,-1800,-600,-800,-1400,-2200,-3000,-17000,-2000,-9600,-1100,-500,FALSE
588,1,2,2,1,1,1,2,1,2,1,2,-23600,-1300,-300,-100,-1700,-2100,-2800,-10000,-1800,-400,-2100,-1000,FALSE
589,1,2,2,1,1,1,2,1,2,2,1,-39800,-1900,300,0,-1800,-2200,-2000,-19000,-2000,0,-1200,-10000,FALSE
590,1,2,2,1,1,1,2,2,1,1,2,-37200,-2100,-700,-1100,-1300,-2100,-2000,-16000,200,-9200,-1900,-1000,FALSE
591,1,2,2,1,1,1,2,2,1,2,1,-54200,-2700,-100,-1000,-1400,-2200,-1200,-25000,400,-9600,-1400,-10000,FALSE
592,1,2,2,1,1,1,2,2,2,1,1,-36600,-2200,200,-300,-1700,-2100,-1000,-18000,200,-400,-1800,-9500,FALSE
593,1,2,2,1,1,2,1,1,1,2,2,-38000,0,-2600,-3000,-600,-600,-2000,-17000,800,-1600,-1900,-9500,FALSE
594,1,2,2,1,1,2,1,1,2,1,2,-50400,500,-2300,-2300,-900,-500,-2200,-24000,1000,-8400,-1300,-10000,FALSE
595,1,2,2,1,1,2,1,1,2,2,1,-33800,-100,-1700,-2200,-1000,-600,-3000,-15000,800,-8000,-2000,-1000,FALSE
596,1,2,2,1,1,2,1,2,1,1,2,-43200,-300,-2700,-3300,-500,-500,-3000,-18000,-2600,-1200,-1100,-10000,FALSE
597,1,2,2,1,1,2,1,2,1,2,1,-27400,-900,-2100,-3200,-600,-600,-3800,-9000,-2400,-1600,-2200,-1000,FALSE
598,1,2,2,1,1,2,1,2,2,1,1,-38600,-400,-1800,-2500,-900,-500,-4000,-16000,-2600,-8400,-1000,-500,FALSE
599,1,2,2,1,1,2,2,1,1,1,2,-36000,-1900,-700,-1100,-1500,-2500,-200,-16000,-1000,-9200,-1900,0,FALSE
600,1,2,2,1,1,2,2,1,1,2,1,-57000,-2500,-100,-1000,-1600,-2600,-1000,-25000,-1200,-9600,-1400,-11000,FALSE
601,1,2,2,1,1,2,2,1,2,1,1,-39400,-2000,200,-300,-1900,-2500,-1200,-18000,-1000,-400,-1800,-10500,FALSE
602,1,2,2,1,1,2,2,2,1,1,1,-56200,-2800,-200,-1300,-1500,-2500,-2000,-24000,-600,-9200,-1600,-10500,FALSE
603,1,2,2,1,2,1,1,1,1,2,2,-40200,300,-2600,-2700,-400,-2300,-1400,-17000,0,-1600,-2000,-10500,FALSE
604,1,2,2,1,2,1,1,1,2,1,2,-52200,800,-2300,-2000,-700,-2400,-1200,-24000,200,-8400,-1200,-11000,FALSE
605,1,2,2,1,2,1,1,1,2,2,1,-32000,200,-1700,-1900,-800,-2300,-400,-15000,0,-8000,-2100,0,FALSE
606,1,2,2,1,2,1,1,2,1,1,2,-41800,0,-2700,-3000,-300,-2400,-400,-18000,-1800,-1200,-1000,-11000,FALSE
607,1,2,2,1,2,1,1,2,1,2,1,-22400,-600,-2100,-2900,-400,-2300,400,-9000,-1600,-1600,-2300,0,FALSE
608,1,2,2,1,2,1,1,2,2,1,1,-33200,-100,-1800,-2200,-700,-2400,600,-16000,-1800,-8400,-900,500,FALSE
609,1,2,2,1,2,1,2,1,1,1,2,-37800,-1600,-700,-800,-1300,-400,-3200,-16000,-1800,-9200,-1800,-1000,FALSE
610,1,2,2,1,2,1,2,1,1,2,1,-55200,-2200,-100,-700,-1400,-300,-2400,-25000,-2000,-9600,-1500,-10000,FALSE
611,1,2,2,1,2,1,2,1,2,1,1,-37200,-1700,200,0,-1700,-400,-2200,-18000,-1800,-400,-1700,-9500,FALSE
612,1,2,2,1,2,1,2,2,1,1,1,-50800,-2500,-200,-1000,-1300,-400,-1400,-24000,200,-9200,-1500,-9500,FALSE
613,1,2,2,1,2,2,1,1,1,1,2,-39000,200,-2700,-3000,-500,-2000,-1800,-18000,1000,-1200,-1000,-10000,FALSE
614,1,2,2,1,2,2,1,1,1,2,1,-23600,-400,-2100,-2900,-600,-1900,-2600,-9000,800,-1600,-2300,-1000,FALSE
615,1,2,2,1,2,2,1,1,2,1,1,-34400,100,-1800,-2200,-900,-2000,-2800,-16000,1000,-8400,-900,-500,FALSE
616,1,2,2,1,2,2,1,2,1,1,1,-27200,-700,-2200,-3200,-500,-2000,-3600,-10000,-2600,-1200,-700,-500,FALSE
617,1,2,2,1,2,2,2,1,1,1,1,-52000,-2300,-200,-1000,-1500,0,-800,-24000,-1000,-9200,-1500,-10500,FALSE
618,1,2,2,2,1,1,1,1,1,2,2,-38000,400,-2500,-2600,-1400,-200,-1200,-16000,0,-2000,-2000,-10500,FALSE
619,1,2,2,2,1,1,1,1,2,1,2,-48400,900,-2200,-1900,-1100,-100,-1000,-23000,200,-8000,-1200,-11000,FALSE
620,1,2,2,2,1,1,1,1,2,2,1,-28200,300,-1600,-1800,-1000,-200,-200,-14000,0,-7600,-2100,0,FALSE
621,1,2,2,2,1,1,1,2,1,1,2,-39600,100,-2600,-2900,-1500,-100,-200,-17000,-1800,-1600,-1000,-11000,FALSE
622,1,2,2,2,1,1,1,2,1,2,1,-20200,-500,-2000,-2800,-1400,-200,600,-8000,-1600,-2000,-2300,0,FALSE
623,1,2,2,2,1,1,1,2,2,1,1,-29400,0,-1700,-2100,-1100,-100,800,-15000,-1800,-8000,-900,500,FALSE
624,1,2,2,2,1,1,2,1,1,1,2,-39600,-1500,-600,-700,-500,-2100,-3000,-17000,-1800,-9600,-1800,-1000,FALSE
625,1,2,2,2,1,1,2,1,1,2,1,-57000,-2100,0,-600,-400,-2200,-2200,-26000,-2000,-10000,-1500,-10000,FALSE
626,1,2,2,2,1,1,2,1,2,1,1,-37400,-1600,300,100,-100,-2100,-2000,-19000,-1800,0,-1700,-9500,FALSE
627,1,2,2,2,1,1,2,2,1,1,1,-52600,-2400,-100,-900,-500,-2100,-1200,-25000,200,-9600,-1500,-9500,FALSE
628,1,2,2,2,1,2,1,1,1,1,2,-37600,300,-2600,-2900,-1300,-500,-2000,-17000,1000,-1600,-1000,-10000,FALSE
629,1,2,2,2,1,2,1,1,1,2,1,-22200,-300,-2000,-2800,-1200,-600,-2800,-8000,800,-2000,-2300,-1000,FALSE
630,1,2,2,2,1,2,1,1,2,1,1,-31400,200,-1700,-2100,-900,-500,-3000,-15000,1000,-8000,-900,-500,FALSE
631,1,2,2,2,1,2,1,2,1,1,1,-25800,-600,-2100,-3100,-1300,-500,-3800,-9000,-2600,-1600,-700,-500,FALSE
632,1,2,2,2,1,2,2,1,1,1,1,-54600,-2200,-100,-900,-300,-2500,-1000,-25000,-1000,-9600,-1500,-10500,FALSE
633,1,2,2,2,2,1,1,1,1,1,2,-40200,600,-2600,-2600,-1500,-2400,-1400,-17000,200,-1600,-900,-11000,FALSE
634,1,2,2,2,2,1,1,1,1,2,1,-21200,0,-2000,-2500,-1400,-2300,-600,-8000,0,-2000,-2400,0,FALSE
635,1,2,2,2,2,1,1,1,2,1,1,-30000,500,-1700,-1800,-1100,-2400,-400,-15000,200,-8000,-800,500,FALSE
636,1,2,2,2,2,1,1,2,1,1,1,-21200,-300,-2100,-2800,-1500,-2400,400,-9000,-1800,-1600,-600,500,FALSE
637,1,2,2,2,2,1,2,1,1,1,1,-53200,-1900,-100,-600,-500,-400,-2400,-25000,-1800,-9600,-1400,-9500,FALSE
638,1,2,2,2,2,2,1,1,1,1,1,-21600,-100,-2100,-2800,-1300,-2000,-2600,-9000,1000,-1600,-600,-500,FALSE
639,1,1,1,1,1,1,1,2,2,2,2,-44600,400,0,-700,-500,-100,-400,-21000,-1400,-9200,-1700,-10000,FALSE
640,1,1,1,1,1,1,2,1,2,2,2,-30200,-1200,-2000,-2900,-1500,-2100,-3200,-13000,-2200,-1200,-900,0,FALSE
641,1,1,1,1,1,1,2,2,1,2,2,-39000,-2000,-1600,-1900,-1100,-2100,-2400,-19000,600,-8400,-1100,0,FALSE
642,1,1,1,1,1,1,2,2,2,1,2,-27400,-1500,-1900,-2600,-1400,-2000,-2200,-12000,400,-1600,-2100,-500,FALSE
643,1,1,1,1,1,1,2,2,2,2,1,-45600,-2100,-2500,-2700,-1500,-2100,-1400,-21000,600,-1200,-1200,-10500,FALSE
644,1,1,1,1,1,2,1,1,2,2,2,-43400,600,0,-700,-700,-500,-1800,-21000,600,-9200,-1700,-9000,FALSE
645,1,1,1,1,1,2,1,2,1,2,2,-31400,-200,400,300,-300,-500,-2600,-15000,-2200,-400,-1900,-9000,FALSE
646,1,1,1,1,1,2,1,2,2,1,2,-48600,300,100,-400,-600,-400,-2800,-22000,-2400,-9600,-1300,-9500,FALSE
647,1,1,1,1,1,2,1,2,2,2,1,-34000,-300,-500,-500,-700,-500,-3600,-13000,-2200,-9200,-2000,-1500,FALSE
648,1,1,1,1,1,2,2,1,1,2,2,-37800,-1800,-1600,-1900,-1300,-2500,200,-19000,-1400,-8400,-1100,1000,FALSE
649,1,1,1,1,1,2,2,1,2,1,2,-26200,-1300,-1900,-2600,-1600,-2400,0,-12000,-1200,-1600,-2100,500,FALSE
650,1,1,1,1,1,2,2,1,2,2,1,-48400,-1900,-2500,-2700,-1700,-2500,-800,-21000,-1400,-1200,-1200,-11500,FALSE
651,1,1,1,1,1,2,2,2,1,1,2,-37400,-2100,-1500,-1600,-1200,-2400,-800,-18000,-400,-8000,-1900,500,FALSE
652,1,1,1,1,1,2,2,2,1,2,1,-60400,-2700,-2100,-1700,-1300,-2500,-1600,-27000,-200,-8400,-1400,-11500,FALSE
653,1,1,1,1,1,2,2,2,2,1,1,-47600,-2200,-2400,-2400,-1600,-2400,-1800,-20000,-400,-1600,-1800,-11000,FALSE
654,1,1,1,1,2,1,1,1,2,2,2,-46800,900,0,-1000,-500,-2400,-1600,-21000,-200,-9200,-1800,-10000,FALSE
655,1,1,1,1,2,1,1,2,1,2,2,-31600,100,400,0,-100,-2400,-800,-15000,-1400,-400,-2000,-10000,FALSE
656,1,1,1,1,2,1,1,2,2,1,2,-48400,600,100,-700,-400,-2500,-600,-22000,-1600,-9600,-1200,-10500,FALSE
657,1,1,1,1,2,1,1,2,2,2,1,-30200,0,-500,-800,-500,-2400,200,-13000,-1400,-9200,-2100,-500,FALSE
658,1,1,1,1,2,1,2,1,1,2,2,-41200,-1500,-1600,-2200,-1100,-400,-3600,-19000,-2200,-8400,-1200,0,FALSE
659,1,1,1,1,2,1,2,1,2,1,2,-29200,-1000,-1900,-2900,-1400,-500,-3400,-12000,-2000,-1600,-2000,-500,FALSE
660,1,1,1,1,2,1,2,1,2,2,1,-47800,-1600,-2500,-3000,-1500,-400,-2600,-21000,-2200,-1200,-1300,-10500,FALSE
661,1,1,1,1,2,1,2,2,1,1,2,-37200,-1800,-1500,-1900,-1000,-500,-2600,-18000,400,-8000,-1800,-500,FALSE
662,1,1,1,1,2,1,2,2,1,2,1,-56600,-2400,-2100,-2000,-1100,-400,-1800,-27000,600,-8400,-1500,-10500,FALSE
663,1,1,1,1,2,1,2,2,2,1,1,-43400,-1900,-2400,-2700,-1400,-500,-1600,-20000,400,-1600,-1700,-10000,FALSE
664,1,1,1,1,2,2,1,1,1,2,2,-28800,300,400,0,-300,-2000,-1400,-15000,600,-400,-2000,-9000,FALSE
665,1,1,1,1,2,2,1,1,2,1,2,-45600,800,100,-700,-600,-2100,-1600,-22000,800,-9600,-1200,-9500,FALSE
666,1,1,1,1,2,2,1,1,2,2,1,-31400,200,-500,-800,-700,-2000,-2400,-13000,600,-9200,-2100,-1500,FALSE
667,1,1,1,1,2,2,1,2,1,1,2,-32800,0,500,300,-200,-2100,-2400,-16000,-2400,0,-1000,-9500,FALSE
668,1,1,1,1,2,2,1,2,1,2,1,-19400,-600,-100,200,-300,-2000,-3200,-7000,-2200,-400,-2300,-1500,FALSE
669,1,1,1,1,2,2,1,2,2,1,1,-35000,-100,-400,-500,-600,-2100,-3400,-14000,-2400,-9600,-900,-1000,FALSE
670,1,1,1,1,2,2,2,1,1,1,2,-34400,-1600,-1500,-1900,-1200,-100,400,-18000,-1200,-8000,-1800,500,FALSE
671,1,1,1,1,2,2,2,1,1,2,1,-57800,-2200,-2100,-2000,-1300,0,-400,-27000,-1400,-8400,-1500,-11500,FALSE
672,1,1,1,1,2,2,2,1,2,1,1,-44600,-1700,-2400,-2700,-1600,-100,-600,-20000,-1200,-1600,-1700,-11000,FALSE
673,1,1,1,1,2,2,2,2,1,1,1,-55800,-2500,-2000,-1700,-1200,-100,-1400,-26000,-400,-8000,-1500,-11000,FALSE
674,1,1,1,2,1,1,1,1,2,2,2,-43800,1000,-100,-1100,-1300,-100,-1400,-20000,-200,-8800,-1800,-10000,FALSE
675,1,1,1,2,1,1,1,2,1,2,2,-30200,200,300,-100,-1700,-100,-600,-14000,-1400,-800,-2000,-10000,FALSE
676,1,1,1,2,1,1,1,2,2,1,2,-45400,700,0,-800,-1400,0,-400,-21000,-1600,-9200,-1200,-10500,FALSE
677,1,1,1,2,1,1,1,2,2,2,1,-27200,100,-600,-900,-1300,-100,400,-12000,-1400,-8800,-2100,-500,FALSE
678,1,1,1,2,1,1,2,1,1,2,2,-43800,-1400,-1700,-2300,-700,-2100,-3400,-20000,-2200,-8800,-1200,0,FALSE
679,1,1,1,2,1,1,2,1,2,1,2,-30200,-900,-2000,-3000,-400,-2000,-3200,-13000,-2000,-1200,-2000,-500,FALSE
680,1,1,1,2,1,1,2,1,2,2,1,-48800,-1500,-2600,-3100,-300,-2100,-2400,-22000,-2200,-800,-1300,-10500,FALSE
681,1,1,1,2,1,1,2,2,1,1,2,-39800,-1700,-1600,-2000,-800,-2000,-2400,-19000,400,-8400,-1800,-500,FALSE
682,1,1,1,2,1,1,2,2,1,2,1,-59200,-2300,-2200,-2100,-700,-2100,-1600,-28000,600,-8800,-1500,-10500,FALSE
683,1,1,1,2,1,1,2,2,2,1,1,-44400,-1800,-2500,-2800,-400,-2000,-1400,-21000,400,-1200,-1700,-10000,FALSE
684,1,1,1,2,1,2,1,1,1,2,2,-28200,400,300,-100,-1500,-500,-1600,-14000,600,-800,-2000,-9000,FALSE
685,1,1,1,2,1,2,1,1,2,1,2,-43400,900,0,-800,-1200,-400,-1800,-21000,800,-9200,-1200,-9500,FALSE
686,1,1,1,2,1,2,1,1,2,2,1,-29200,300,-600,-900,-1100,-500,-2600,-12000,600,-8800,-2100,-1500,FALSE
687,1,1,1,2,1,2,1,2,1,1,2,-32200,100,400,200,-1600,-400,-2600,-15000,-2400,-400,-1000,-9500,FALSE
688,1,1,1,2,1,2,1,2,1,2,1,-18800,-500,-200,100,-1500,-500,-3400,-6000,-2200,-800,-2300,-1500,FALSE
689,1,1,1,2,1,2,1,2,2,1,1,-32800,0,-500,-600,-1200,-400,-3600,-13000,-2400,-9200,-900,-1000,FALSE
690,1,1,1,2,1,2,2,1,1,1,2,-37800,-1500,-1600,-2000,-600,-2400,200,-19000,-1200,-8400,-1800,500,FALSE
691,1,1,1,2,1,2,2,1,1,2,1,-61200,-2100,-2200,-2100,-500,-2500,-600,-28000,-1400,-8800,-1500,-11500,FALSE
692,1,1,1,2,1,2,2,1,2,1,1,-46400,-1600,-2500,-2800,-200,-2400,-800,-21000,-1200,-1200,-1700,-11000,FALSE
693,1,1,1,2,1,2,2,2,1,1,1,-59200,-2400,-2100,-1800,-600,-2400,-1600,-27000,-400,-8400,-1500,-11000,FALSE
694,1,1,1,2,2,1,1,1,1,2,2,-32400,700,300,-400,-1700,-2400,-1800,-14000,-200,-800,-2100,-10000,FALSE
695,1,1,1,2,2,1,1,1,2,1,2,-47200,1200,0,-1100,-1400,-2500,-1600,-21000,0,-9200,-1100,-10500,FALSE
696,1,1,1,2,2,1,1,1,2,2,1,-29400,600,-600,-1200,-1300,-2400,-800,-12000,-200,-8800,-2200,-500,FALSE
697,1,1,1,2,2,1,1,2,1,1,2,-32800,400,400,-100,-1800,-2500,-800,-15000,-1600,-400,-900,-10500,FALSE
698,1,1,1,2,2,1,1,2,1,2,1,-15800,-200,-200,-200,-1700,-2400,0,-6000,-1400,-800,-2400,-500,FALSE
699,1,1,1,2,2,1,1,2,2,1,1,-29400,300,-500,-900,-1400,-2500,200,-13000,-1600,-9200,-800,0,FALSE
700,1,1,1,2,2,1,2,1,1,1,2,-41600,-1200,-1600,-2300,-800,-500,-3600,-19000,-2000,-8400,-1700,-500,FALSE
701,1,1,1,2,2,1,2,1,1,2,1,-61400,-1800,-2200,-2400,-700,-400,-2800,-28000,-2200,-8800,-1600,-10500,FALSE
702,1,1,1,2,2,1,2,1,2,1,1,-46200,-1300,-2500,-3100,-400,-500,-2600,-21000,-2000,-1200,-1600,-10000,FALSE
703,1,1,1,2,2,1,2,2,1,1,1,-55800,-2100,-2100,-2100,-800,-500,-1800,-27000,400,-8400,-1400,-10000,FALSE
704,1,1,1,2,2,2,1,1,1,1,2,-29200,600,400,-100,-1600,-2100,-1400,-15000,800,-400,-900,-9500,FALSE
705,1,1,1,2,2,2,1,1,1,2,1,-16200,0,-200,-200,-1500,-2000,-2200,-6000,600,-800,-2400,-1500,FALSE
706,1,1,1,2,2,2,1,1,2,1,1,-29800,500,-500,-900,-1200,-2100,-2400,-13000,800,-9200,-800,-1000,FALSE
707,1,1,1,2,2,2,1,2,1,1,1,-18600,-300,-100,100,-1600,-2100,-3200,-7000,-2400,-400,-600,-1000,FALSE
708,1,1,1,2,2,2,2,1,1,1,1,-56200,-1900,-2100,-2100,-600,-100,-400,-27000,-1200,-8400,-1400,-11000,FALSE
709,1,1,2,1,1,1,1,1,2,2,2,-44200,700,100,-1900,-700,-200,-1000,-21000,0,-8400,-1800,-10000,FALSE
710,1,1,2,1,1,1,1,2,1,2,2,-33000,-100,500,-2900,-300,-200,-200,-15000,-1600,-1200,-2000,-10000,FALSE
711,1,1,2,1,1,1,1,2,2,1,2,-46600,400,200,-2200,-600,-100,0,-22000,-1800,-8800,-1200,-10500,FALSE
712,1,1,2,1,1,1,1,2,2,2,1,-28400,-200,-400,-2100,-700,-200,800,-13000,-1600,-8400,-2100,-500,FALSE
713,1,1,2,1,1,1,2,1,1,2,2,-41800,-1700,-1500,-700,-1300,-2200,-3000,-19000,-2000,-9200,-1200,0,FALSE
714,1,1,2,1,1,1,2,1,2,1,2,-26600,-1200,-1800,0,-1600,-2100,-2800,-12000,-1800,-800,-2000,-500,FALSE
715,1,1,2,1,1,1,2,1,2,2,1,-45200,-1800,-2400,100,-1700,-2200,-2000,-21000,-2000,-400,-1300,-10500,FALSE
716,1,1,2,1,1,1,2,2,1,1,2,-38600,-2000,-1400,-1000,-1200,-2100,-2000,-18000,200,-8800,-1800,-500,FALSE
717,1,1,2,1,1,1,2,2,1,2,1,-58000,-2600,-2000,-900,-1300,-2200,-1200,-27000,400,-9200,-1500,-10500,FALSE
718,1,1,2,1,1,1,2,2,2,1,1,-41600,-2100,-2300,-200,-1600,-2100,-1000,-20000,200,-800,-1700,-10000,FALSE
719,1,1,2,1,1,2,1,1,1,2,2,-31800,100,500,-2900,-500,-600,-2000,-15000,800,-1200,-2000,-9000,FALSE
720,1,1,2,1,1,2,1,1,2,1,2,-45400,600,200,-2200,-800,-500,-2200,-22000,1000,-8800,-1200,-9500,FALSE
721,1,1,2,1,1,2,1,1,2,2,1,-31200,0,-400,-2100,-900,-600,-3000,-13000,800,-8400,-2100,-1500,FALSE
722,1,1,2,1,1,2,1,2,1,1,2,-36600,-200,600,-3200,-400,-500,-3000,-16000,-2600,-800,-1000,-9500,FALSE
723,1,1,2,1,1,2,1,2,1,2,1,-23200,-800,0,-3100,-500,-600,-3800,-7000,-2400,-1200,-2300,-1500,FALSE
724,1,1,2,1,1,2,1,2,2,1,1,-35600,-300,-300,-2400,-800,-500,-4000,-14000,-2600,-8800,-900,-1000,FALSE
725,1,1,2,1,1,2,2,1,1,1,2,-37400,-1800,-1400,-1000,-1400,-2500,-200,-18000,-1000,-8800,-1800,500,FALSE
726,1,1,2,1,1,2,2,1,1,2,1,-60800,-2400,-2000,-900,-1500,-2600,-1000,-27000,-1200,-9200,-1500,-11500,FALSE
727,1,1,2,1,1,2,2,1,2,1,1,-44400,-1900,-2300,-200,-1800,-2500,-1200,-20000,-1000,-800,-1700,-11000,FALSE
728,1,1,2,1,1,2,2,2,1,1,1,-59600,-2700,-1900,-1200,-1400,-2500,-2000,-26000,-600,-8800,-1500,-11000,FALSE
729,1,1,2,1,2,1,1,1,1,2,2,-34000,400,500,-2600,-300,-2300,-1400,-15000,0,-1200,-2100,-10000,FALSE
730,1,1,2,1,2,1,1,1,2,1,2,-47200,900,200,-1900,-600,-2400,-1200,-22000,200,-8800,-1100,-10500,FALSE
731,1,1,2,1,2,1,1,1,2,2,1,-29400,300,-400,-1800,-700,-2300,-400,-13000,0,-8400,-2200,-500,FALSE
732,1,1,2,1,2,1,1,2,1,1,2,-35200,100,600,-2900,-200,-2400,-400,-16000,-1800,-800,-900,-10500,FALSE
733,1,1,2,1,2,1,1,2,1,2,1,-18200,-500,0,-2800,-300,-2300,400,-7000,-1600,-1200,-2400,-500,FALSE
734,1,1,2,1,2,1,1,2,2,1,1,-30200,0,-300,-2100,-600,-2400,600,-14000,-1800,-8800,-800,0,FALSE
735,1,1,2,1,2,1,2,1,1,1,2,-39200,-1500,-1400,-700,-1200,-400,-3200,-18000,-1800,-8800,-1700,-500,FALSE
736,1,1,2,1,2,1,2,1,1,2,1,-59000,-2100,-2000,-600,-1300,-300,-2400,-27000,-2000,-9200,-1600,-10500,FALSE
737,1,1,2,1,2,1,2,1,2,1,1,-42200,-1600,-2300,100,-1600,-400,-2200,-20000,-1800,-800,-1600,-10000,FALSE
738,1,1,2,1,2,1,2,2,1,1,1,-54200,-2400,-1900,-900,-1200,-400,-1400,-26000,200,-8800,-1400,-10000,FALSE
739,1,1,2,1,2,2,1,1,1,1,2,-32400,300,600,-2900,-400,-2000,-1800,-16000,1000,-800,-900,-9500,FALSE
740,1,1,2,1,2,2,1,1,1,2,1,-19400,-300,0,-2800,-500,-1900,-2600,-7000,800,-1200,-2400,-1500,FALSE
741,1,1,2,1,2,2,1,1,2,1,1,-31400,200,-300,-2100,-800,-2000,-2800,-14000,1000,-8800,-800,-1000,FALSE
742,1,1,2,1,2,2,1,2,1,1,1,-22600,-600,100,-3100,-400,-2000,-3600,-8000,-2600,-800,-600,-1000,FALSE
743,1,1,2,1,2,2,2,1,1,1,1,-55400,-2200,-1900,-900,-1400,0,-800,-26000,-1000,-8800,-1400,-11000,FALSE
744,1,1,2,2,1,1,1,1,1,2,2,-32200,500,400,-2500,-1500,-200,-1200,-14000,0,-1600,-2100,-10000,FALSE
745,1,1,2,2,1,1,1,1,2,1,2,-43800,1000,100,-1800,-1200,-100,-1000,-21000,200,-8400,-1100,-10500,FALSE
746,1,1,2,2,1,1,1,1,2,2,1,-26000,400,-500,-1700,-1100,-200,-200,-12000,0,-8000,-2200,-500,FALSE
747,1,1,2,2,1,1,1,2,1,1,2,-33400,200,500,-2800,-1600,-100,-200,-15000,-1800,-1200,-900,-10500,FALSE
748,1,1,2,2,1,1,1,2,1,2,1,-16400,-400,-100,-2700,-1500,-200,600,-6000,-1600,-1600,-2400,-500,FALSE
749,1,1,2,2,1,1,1,2,2,1,1,-26800,100,-400,-2000,-1200,-100,800,-13000,-1800,-8400,-800,0,FALSE
750,1,1,2,2,1,1,2,1,1,1,2,-41400,-1400,-1500,-600,-600,-2100,-3000,-19000,-1800,-9200,-1700,-500,FALSE
751,1,1,2,2,1,1,2,1,1,2,1,-61200,-2000,-2100,-500,-500,-2200,-2200,-28000,-2000,-9600,-1600,-10500,FALSE
752,1,1,2,2,1,1,2,1,2,1,1,-42800,-1500,-2400,200,-200,-2100,-2000,-21000,-1800,-400,-1600,-10000,FALSE
753,1,1,2,2,1,1,2,2,1,1,1,-56400,-2300,-2000,-800,-600,-2100,-1200,-27000,200,-9200,-1400,-10000,FALSE
754,1,1,2,2,1,2,1,1,1,1,2,-31400,400,500,-2800,-1400,-500,-2000,-15000,1000,-1200,-900,-9500,FALSE
755,1,1,2,2,1,2,1,1,1,2,1,-18400,-200,-100,-2700,-1300,-600,-2800,-6000,800,-1600,-2400,-1500,FALSE
756,1,1,2,2,1,2,1,1,2,1,1,-28800,300,-400,-2000,-1000,-500,-3000,-13000,1000,-8400,-800,-1000,FALSE
757,1,1,2,2,1,2,1,2,1,1,1,-21600,-500,0,-3000,-1400,-500,-3800,-7000,-2600,-1200,-600,-1000,FALSE
758,1,1,2,2,1,2,2,1,1,1,1,-58400,-2100,-2000,-800,-400,-2500,-1000,-27000,-1000,-9200,-1400,-11000,FALSE
759,1,1,2,2,2,1,1,1,1,1,2,-34000,700,500,-2500,-1600,-2400,-1400,-15000,200,-1200,-800,-10500,FALSE
760,1,1,2,2,2,1,1,1,1,2,1,-17400,100,-100,-2400,-1500,-2300,-600,-6000,0,-1600,-2500,-500,FALSE
761,1,1,2,2,2,1,1,1,2,1,1,-27400,600,-400,-1700,-1200,-2400,-400,-13000,200,-8400,-700,0,FALSE
762,1,1,2,2,2,1,1,2,1,1,1,-17000,-200,0,-2700,-1600,-2400,400,-7000,-1800,-1200,-500,0,FALSE
763,1,1,2,2,2,1,2,1,1,1,1,-57000,-1800,-2000,-500,-600,-400,-2400,-27000,-1800,-9200,-1300,-10000,FALSE
764,1,1,2,2,2,2,1,1,1,1,1,-17400,0,0,-2700,-1400,-2000,-2600,-7000,1000,-1200,-500,-1000,FALSE
765,1,2,1,1,1,1,1,1,2,2,2,-46400,700,-2100,-800,-600,-100,-1200,-21000,-200,-8800,-1800,-10500,FALSE
766,1,2,1,1,1,1,1,2,1,2,2,-32800,-100,-2500,200,-200,-100,-400,-15000,-1400,-800,-2000,-10500,FALSE
767,1,2,1,1,1,1,1,2,2,1,2,-48000,400,-2200,-500,-500,0,-200,-22000,-1600,-9200,-1200,-11000,FALSE
